season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2018/19, 172780, 65, 66, 137, 2831, 7, 7, 8, 44, 0, 0, 1, 3, 1, 0, 12, 619, 801.4, 1515.0, 769.0, 308.4, 
