event_name, difficulty
Gameweek 8,2
Gameweek 9,4
Gameweek 10,3
Gameweek 11,2
Gameweek 12,4
Gameweek 13,4
Gameweek 14,3
Gameweek 15,2
Gameweek 16,3
Gameweek 17,2
Gameweek 18,2
Gameweek 19,2
Gameweek 20,5
Gameweek 21,5
Gameweek 22,3
Gameweek 23,4
Gameweek 24,4
Gameweek 25,2
Gameweek 26,2
Gameweek 27,2
Gameweek 28,2
Gameweek 29,2
Gameweek 30,2
Gameweek 31,4
Gameweek 32,4
Gameweek 33,2
Gameweek 34,2
Gameweek 35,4
Gameweek 36,3
Gameweek 37,2
Gameweek 38,2
