season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 433154, 45, 45, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
2018/19, 433154, 45, 44, 75, 1590, 3, 4, 5, 25, 0, 0, 0, 2, 0, 0, 6, 305, 405.2, 442.8, 279.0, 112.5, 
