season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2018/19, 38533, 45, 45, 118, 3330, 0, 0, 8, 46, 0, 0, 0, 0, 0, 97, 4, 581, 695.0, 0.0, 0.0, 69.1, 
