season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 105700, 60, 59, 58, 1087, 1, 1, 5, 15, 0, 0, 0, 0, 0, 0, 1, 226, 255.2, 245.3, 329.0, 82.6, 
2018/19, 105700, 55, 50, 9, 125, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17.4, 14.7, 29.0, 6.1, 
