chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
100, 100, 69140, 0, 0, -3, 3, 0, 2, 1.5, 1.5, 0, Shkodran, 1.0, 1, False, , 2019-11-28T23:00:21.541666Z, 52, 69140.jpg, 4.0, Mustafi, 0.3, False, None, a, 1, 3, 4, 7529, 81, 31126, 103, 0.2, 0.8, Mustafi, 90, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 24, 19.8, 0.8, 54.0, 7.5, 
75, 75, 98745, 0, 0, -1, 1, 0, 2, 0.5, 0.5, 0, Héctor, 0.2, 2, False, Hamstring injury - 75% chance of playing, 2019-11-27T11:30:17.257265Z, 54, 98745.jpg, 0.5, Bellerín, 0.3, False, None, d, 1, 3, 1, 33274, 38, 28171, 814, 0.0, 0.2, Bellerín, 172, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 17, 20.4, 20.7, 9.0, 5.1, 
100, 100, 111457, 0, 0, -2, 2, 0, 2, 1.0, 1.0, 0, Sead, 0.5, 3, False, , 2019-11-21T14:30:19.207005Z, 53, 111457.jpg, 1.8, Kolasinac, 0.7, False, None, a, 1, 3, 20, 44776, 203, 104341, 381, 0.1, 3.8, Kolasinac, 757, 0, 1, 1, 12, 0, 0, 0, 2, 0, 0, 1, 147, 132.8, 126.7, 49.0, 30.7, 
100, 100, 154043, -1, 1, -4, 4, 1, 2, 0.5, 0.5, 0, Ainsley, 0.0, 4, False, , 2019-09-22T18:00:10.824841Z, 46, 154043.jpg, 2.8, Maitland-Niles, 2.8, False, None, a, 1, 3, 17, 544532, 90, 551250, 2321, 0.0, 3.7, Maitland-Niles, 490, 0, 2, 1, 10, 0, 0, 0, 0, 1, 0, 3, 92, 136.4, 108.2, 31.0, 27.1, 
None, None, 39476, -1, 1, -1, 1, 0, 2, 0.5, 0.5, 0, Sokratis, 0.0, 5, False, , None, 49, 39476.jpg, 2.6, Papastathopoulos, 1.7, False, None, a, 1, 3, 31, 105963, 157, 127123, 1670, 0.0, 6.3, Sokratis, 1080, 1, 0, 2, 17, 0, 0, 0, 3, 0, 0, 2, 191, 276.8, 29.9, 71.0, 37.8, 
0, 0, 38411, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0, Nacho, 0.0, 6, False, Joined Real Sociedad on a permanent deal on 31/8, 2019-08-31T11:30:14.661839Z, 50, 38411.jpg, 3.3, Monreal, 0.3, False, None, u, 1, 3, 10, 28007, 2, 87296, 64, 0.0, 2.0, Monreal, 270, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 54, 47.2, 40.8, 12.0, 10.0, 
0, 0, 51507, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0, Laurent, 0.0, 7, False, Joined Bordeaux on a permanent deal on 6/8., 2019-08-08T11:00:09.045030Z, 50, 51507.jpg, 0.0, Koscielny, 0.1, False, None, u, 1, 3, 0, 452, 10, 12348, 22, 0.0, 0.0, Koscielny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 233963, 0, 0, -1, 1, 0, 2, 0.5, 0.5, 0, Konstantinos, 0.0, 8, False, , 2019-08-09T09:30:11.868345Z, 44, 233963.jpg, 0.0, Mavropanos, 0.0, False, None, a, 1, 3, 0, 667, 7, 3980, 17, 0.0, 0.0, Mavropanos, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 80254, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0, Carl, 0.0, 9, False, Joined Nottingham Forest on a permanent deal on 7/8., 2019-08-07T17:00:10.875251Z, 45, 80254.jpg, 0.0, Jenkinson, 0.0, False, None, u, 1, 3, 0, 280, 3, 2394, 7, 0.0, 0.0, Jenkinson, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 156074, 0, 0, 0, 0, 0, 2, 0.7, 0.7, 0, Rob, 0.2, 10, False, , 2019-11-22T10:00:21.031396Z, 45, 156074.jpg, 1.0, Holding, 0.1, False, None, a, 1, 3, 1, 10124, 58, 10433, 125, 0.0, 0.2, Holding, 76, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 8.4, 0.4, 2.0, 1.1, 
