chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
None, None, 80201, 0, 0, 0, 0, 0, 1, 4.5, 3.5, 2, Bernd, 4.0, 14, False, , None, 50, 80201.jpg, 3.3, Leno, 5.4, False, None, a, 1, 3, 56, 349345, 2237, 382108, 7812, 0.8, 11.2, Leno, 1530, 0, 0, 2, 27, 0, 1, 0, 2, 0, 73, 3, 336, 522.6, 0.0, 0.0, 52.1, 
100, 100, 37605, 0, 0, -3, 3, 0, 3, 3.7, 2.7, 1, Mesut, 3.2, 15, False, , 2019-08-09T17:00:13.419733Z, 72, 37605.jpg, 2.8, Özil, 0.9, False, None, a, 1, 3, 22, 52563, 2781, 114035, 2878, 0.4, 3.1, Özil, 666, 0, 2, 0, 14, 0, 0, 0, 0, 0, 0, 1, 116, 95.2, 304.6, 99.0, 49.9, 
0, 0, 57249, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Henrikh, 0.0, 16, False, Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-09-02T23:30:14.832021Z, 68, 57249.jpg, 1.3, Mkhitaryan, 0.8, False, None, n, 1, 3, 4, 22737, 11, 114433, 205, 0.0, 0.6, Mkhitaryan, 110, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5.4, 33.9, 46.0, 8.6, 
75, 0, 84450, 0, 0, -4, 4, 0, 3, 1.3, 0.0, 0, Granit, 1.2, 18, False, Head injury - 75% chance of playing, 2019-12-09T22:00:20.814913Z, 51, 84450.jpg, 2.1, Xhaka, 0.6, False, None, d, 1, 3, 25, 31730, 15, 98219, 907, 0.2, 4.9, Xhaka, 1004, 0, 1, 2, 18, 0, 0, 0, 4, 0, 0, 0, 146, 187.6, 140.4, 54.0, 38.3, 
100, 100, 198849, 0, 0, -3, 3, 0, 3, 2.1, 1.1, 2, Lucas, 1.6, 19, False, , 2019-09-08T21:00:18.773636Z, 47, 198849.jpg, 1.9, Torreira, 1.2, False, None, a, 1, 3, 26, 62730, 806, 131919, 1300, 0.3, 5.5, Torreira, 713, 1, 0, 1, 14, 0, 0, 0, 1, 0, 0, 0, 126, 140.2, 112.9, 167.0, 42.1, 
0, 0, 153256, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Mohamed, 0.0, 20, False, Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul, 2019-08-31T11:30:14.714406Z, 43, 153256.jpg, 0.0, Elneny, 0.9, False, None, n, 1, 3, 0, 118914, 712, 94348, 2932, 0.0, 0.0, Elneny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 242166, 0, 0, 0, 0, 0, 3, 1.7, 0.7, 2, Matteo, 1.2, 21, False, , None, 45, 242166.jpg, 2.3, Guendouzi, 7.6, False, None, a, 1, 3, 37, 814896, 3533, 701357, 15601, 0.3, 8.2, Guendouzi, 1312, 0, 2, 2, 23, 0, 0, 0, 4, 0, 0, 2, 224, 283.2, 222.7, 138.0, 64.5, 
100, 100, 41270, -1, 1, -3, 3, 1, 2, 0.9, -0.1, 0, David, 0.4, 106, False, , 2019-11-28T23:00:21.861570Z, 57, 41270.jpg, 2.5, Luiz Moreira Marinho, 5.0, False, None, a, 1, 3, 35, 150874, 1059, 453050, 6910, 0.1, 6.0, David Luiz, 1260, 2, 0, 1, 23, 0, 0, 0, 3, 0, 0, 3, 217, 352.6, 55.5, 123.0, 53.2, 
None, None, 98980, 0, 0, -2, 2, 0, 1, 0.5, -0.5, 0, Emiliano, 0.0, 427, False, , None, 43, 98980.jpg, 0.0, Martínez, 0.3, False, None, a, 1, 3, 0, 4507, 66, 11734, 154, 0.0, 0.0, Martínez, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 101184, 0, 0, -1, 1, 0, 2, 1.3, 0.3, 1, Calum, 0.8, 467, False, , None, 44, 101184.jpg, 2.5, Chambers, 1.3, False, None, a, 1, 3, 30, 136210, 797, 118591, 2414, 0.2, 6.8, Chambers, 990, 1, 0, 2, 15, 0, 0, 0, 4, 0, 0, 2, 153, 226.2, 92.7, 193.0, 51.0, 
0, 0, 182539, -1, 1, -3, 3, 1, 3, 0.0, 0.0, 0, Daniel, 0.0, 469, False, Hamstring injury - Expected back 26 Dec, 2019-11-06T17:30:16.584319Z, 52, 182539.jpg, 2.5, Ceballos Fernández, 3.4, False, None, i, 1, 3, 27, 995117, 31, 1107688, 4917, 0.0, 5.2, Ceballos, 659, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 3, 130, 150.0, 183.0, 96.0, 42.9, 
100, 75, 195735, 0, 0, -4, 4, 1, 3, 3.5, 1.9, 2, Nicolas, 3.0, 488, False, , 2019-12-11T12:30:12.556688Z, 91, 195735.jpg, 3.1, Pépé, 2.2, False, None, a, 1, 3, 47, 214005, 2285, 427969, 2210, 0.3, 5.2, Pépé, 1006, 2, 3, 1, 19, 0, 0, 0, 2, 0, 0, 4, 158, 240.4, 317.4, 344.0, 90.5, 
100, 100, 200641, 0, 0, -2, 2, 0, 3, 0.7, -0.3, 0, Reiss, 0.2, 489, False, , 2019-10-07T15:00:21.389844Z, 53, 200641.jpg, 1.2, Nelson, 0.1, False, None, a, 1, 3, 6, 7686, 48, 14028, 63, 0.0, 1.1, Nelson, 152, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 18, 27.4, 51.9, 67.0, 14.7, 
100, 100, 200089, 0, 0, -2, 2, 0, 3, 1.5, 0.5, 1, Joseph, 1.0, 490, False, , 2019-09-07T11:30:17.190466Z, 48, 200089.jpg, 1.4, Willock, 0.2, False, None, a, 1, 3, 18, 23988, 87, 28086, 187, 0.2, 3.8, Willock, 491, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 79, 74.0, 96.1, 118.0, 28.9, 
None, None, 444145, 0, 0, 0, 0, 0, 4, 3.5, 2.5, 2, Gabriel Teodoro, 3.0, 504, False, , None, 45, 444145.jpg, 2.0, Martinelli Silva, 1.9, False, None, a, 1, 3, 18, 194556, 11124, 157713, 3256, 0.7, 4.0, Martinelli, 276, 1, 1, 0, 6, 0, 0, 0, 1, 0, 0, 1, 61, 66.6, 17.8, 123.0, 20.7, 
0, 0, 192895, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Kieran, 0.4, 515, False, Shoulder injury - Unknown return date, 2019-12-09T22:00:21.790216Z, 54, 192895.jpg, 1.0, Tierney, 0.5, False, None, i, 1, 3, 5, 71749, 12, 96705, 4360, 0.1, 0.9, Tierney, 296, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 51, 56.0, 75.1, 31.0, 16.3, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, 0.9, -0.1, 1, Bukayo, 0.4, 541, False, , 2019-11-22T10:00:21.980433Z, 45, 223340.jpg, 1.8, Saka, 0.6, False, None, a, 1, 3, 14, 117393, 687, 82147, 2324, 0.1, 3.1, Saka, 404, 0, 1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 48, 76.4, 97.3, 96.0, 27.1, 
None, None, 209289, 0, 0, 0, 0, 0, 3, 1.7, 0.7, 1, Emile, 1.0, 576, False, , None, 45, 209289.jpg, 1.0, Smith Rowe, 0.0, False, None, a, 1, 3, 1, 44, 44, 3, 3, 0.2, 0.2, Smith Rowe, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3.4, 2.3, 0.0, 0.6, 
None, None, 37339, 0, 0, -3, 3, 0, 2, 1.2, 0.7, 0, Ahmed, 1.2, 22, False, , None, 42, 37339.jpg, 1.6, El Mohamady, 1.0, False, None, a, 2, 7, 13, 53871, 1695, 123214, 1649, 0.3, 3.1, El Mohamady, 431, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 5, 102, 133.0, 154.0, 26.0, 31.4, 
100, 100, 43252, 0, 0, -2, 2, 0, 2, 0.0, -0.5, 0, James, 0.0, 23, False, , 2019-08-08T17:00:13.859858Z, 43, 43252.jpg, 0.0, Chester, 0.1, False, None, a, 2, 7, 0, 1125, 80, 6625, 96, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, -1, 1, 0, 2, 0.0, -0.5, 0, Neil, 0.0, 24, False, , None, 44, 47390.jpg, 2.1, Taylor, 0.2, False, None, a, 2, 7, 17, 18196, 111, 22501, 352, 0.0, 3.9, Taylor, 613, 0, 0, 2, 12, 0, 0, 0, 1, 0, 0, 0, 98, 99.8, 28.5, 27.0, 15.6, 
100, 100, 123354, 0, 0, -1, 1, 0, 2, 0.0, -0.5, 0, Kortney, 0.0, 25, False, , 2019-08-15T13:00:13.496241Z, 44, 123354.jpg, 0.0, Hause, 0.1, False, None, a, 2, 7, 0, 788, 26, 3803, 35, 0.0, 0.0, Hause, 90, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 21.8, 3.1, 4.0, 2.9, 
100, 100, 54764, 0, 0, -1, 1, 0, 4, 0.2, -0.3, 1, Jonathan, 0.2, 26, False, , 2019-10-03T12:30:10.314025Z, 54, 54764.jpg, 1.0, Kodjia, 0.1, False, None, a, 2, 7, 3, 3297, 116, 25913, 93, 0.0, 0.6, Kodjia, 41, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 2.2, 0.6, 2.0, 0.5, 
100, 100, 98770, 0, 0, -2, 2, 0, 1, 0.0, -0.5, 0, Ørjan, 0.0, 27, False, , 2019-07-30T15:00:08.973693Z, 43, 98770.jpg, 2.0, Nyland, 0.2, False, None, a, 2, 7, 2, 3805, 42, 8956, 133, 0.0, 0.5, Nyland, 82, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 13, 22.8, 0.0, 0.0, 2.3, 
100, None, 85242, 0, 0, -3, 3, 2, 3, 2.5, 2.9, 0, Conor, 3.4, 28, False, , 2019-12-15T13:00:22.404997Z, 57, 85242.jpg, 3.6, Hourihane, 0.2, False, None, a, 2, 7, 36, 10742, 215, 20136, 735, 0.6, 6.3, Hourihane, 578, 2, 2, 2, 11, 0, 0, 0, 2, 0, 0, 4, 135, 160.6, 164.1, 149.0, 47.3, 
100, 100, 114283, 1, -1, 2, -2, 1, 3, 4.6, 4.1, 0, Jack, 4.6, 29, False, , 2019-10-26T18:30:22.524063Z, 62, 114283.jpg, 4.4, Grealish, 9.6, False, None, a, 2, 7, 66, 688388, 118113, 425915, 15958, 0.8, 10.8, Grealish, 1343, 4, 4, 3, 26, 0, 0, 1, 4, 0, 0, 7, 273, 431.8, 481.0, 348.0, 125.8, 
100, 100, 193488, 0, 0, 0, 0, 0, 3, 3.2, 2.7, 2, Anwar, 3.2, 30, False, , 2019-12-01T18:30:17.584307Z, 55, 193488.jpg, 3.7, El Ghazi, 1.2, False, None, a, 2, 7, 56, 206555, 6210, 160312, 2781, 0.6, 10.2, El Ghazi, 1021, 3, 4, 3, 20, 0, 0, 0, 1, 0, 0, 0, 185, 281.0, 283.7, 384.0, 94.7, 
None, None, 122806, -1, 1, 2, -2, 0, 3, 2.0, 1.5, 2, John, 2.0, 31, False, , None, 57, 122806.jpg, 3.5, McGinn, 8.5, False, None, a, 2, 7, 60, 1270442, 9279, 905398, 22500, 0.4, 10.5, McGinn, 1530, 3, 2, 3, 30, 0, 0, 0, 2, 0, 0, 4, 250, 386.4, 374.2, 375.0, 113.5, 
0, 0, 174597, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 49, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 270, 5, 1278, 11, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.0, False, None, u, 2, 7, 0, 592, 18, 7277, 46, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 221239, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Keinan, 0.0, 34, False, Hamstring injury - Expected back 21 Dec, 2019-10-30T23:30:12.401435Z, 43, 221239.jpg, 1.0, Davis, 0.3, False, None, i, 2, 7, 6, 15843, 829, 26132, 614, 0.0, 1.4, Davis, 74, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 14.4, 23.3, 46.0, 8.2, 
100, 100, 40564, 0, 0, -1, 1, 0, 3, 0.8, 0.3, 2, Henri, 0.8, 35, False, , 2019-11-08T18:00:15.526636Z, 44, 40564.jpg, 1.2, Lansbury, 0.5, False, None, a, 2, 7, 7, 67891, 184, 54608, 690, 0.2, 1.6, Lansbury, 105, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 21, 6.8, 24.0, 5.0, 3.7, 
100, 100, 89274, 0, 0, -2, 2, 0, 3, 0.2, -0.3, 0, José Ignacio, 0.2, 36, False, , 2019-10-17T13:00:14.384046Z, 58, 89274.jpg, 2.2, Peleteiro Romallo, 0.1, False, None, a, 2, 7, 13, 11421, 201, 24249, 146, 0.0, 2.2, Jota, 259, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 35, 42.0, 54.8, 39.0, 13.5, 
100, 100, 21205, 0, 0, 0, 0, 0, 1, 2.4, 1.9, 1, Tom, 2.4, 94, False, , 2019-11-10T16:00:17.137818Z, 45, 21205.jpg, 2.7, Heaton, 5.3, False, None, a, 2, 7, 43, 251260, 4740, 299837, 3577, 0.5, 9.6, Heaton, 1440, 0, 0, 3, 28, 1, 0, 0, 0, 0, 54, 0, 275, 414.8, 0.3, 0.0, 41.4, 
100, 100, 169359, 0, 0, -1, 1, 1, 2, 2.6, 2.1, 0, Matt, 2.6, 309, False, , 2019-12-09T10:30:13.572626Z, 44, 169359.jpg, 3.6, Targett, 1.3, False, None, a, 2, 7, 40, 93131, 15888, 84800, 2300, 0.6, 9.1, Targett, 903, 1, 2, 2, 18, 0, 0, 0, 3, 0, 0, 9, 217, 267.0, 230.3, 30.0, 52.8, 
100, 100, 213345, 0, 0, -3, 3, 1, 4, 1.6, 1.1, 2, Wesley, 1.6, 428, False, , 2019-10-19T19:00:18.658995Z, 57, 213345.jpg, 3.3, Moraes, 1.7, False, None, a, 2, 7, 56, 385157, 4674, 358949, 5054, 0.3, 9.8, Wesley, 1442, 4, 1, 4, 25, 0, 0, 1, 2, 0, 0, 7, 151, 242.0, 137.8, 489.0, 85.6, 
0, 0, 79852, 0, 0, -1, 1, 0, 1, 0.0, 0.0, 0, Jed, 0.0, 429, False, Achilles injury - Unknown return date, 2019-11-10T16:00:17.790777Z, 44, 79852.jpg, 1.0, Steer, 0.1, False, None, i, 2, 7, 1, 1053, 13, 5651, 90, 0.0, 0.2, Steer, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
0, 0, 149484, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0, Tyrone, 2.8, 445, False, Hamstring injury - Unknown return date, 2019-12-08T16:00:13.818311Z, 45, 149484.jpg, 2.7, Mings, 4.0, False, None, i, 2, 7, 43, 464492, 231, 343805, 30101, 0.6, 9.6, Mings, 1372, 1, 1, 3, 25, 0, 0, 0, 3, 0, 0, 3, 274, 412.0, 60.4, 52.0, 52.5, 
100, 100, 199798, 0, 0, -2, 2, 0, 2, 2.2, 1.7, 0, Ezri, 2.2, 452, False, , 2019-08-05T15:00:10.970602Z, 43, 199798.jpg, 2.2, Konsa Ngoyo, 0.1, False, None, a, 2, 7, 13, 3338, 254, 3925, 208, 0.5, 3.0, Konsa, 465, 0, 1, 1, 11, 0, 0, 0, 0, 0, 0, 0, 84, 147.0, 22.2, 21.0, 19.1, 
100, 100, 108156, 0, 0, 0, 0, 1, 2, 0.4, -0.1, 1, Bjorn, 0.4, 455, False, , 2019-11-26T01:30:25.806514Z, 45, 108156.jpg, 2.5, Engels, 0.7, False, None, a, 2, 7, 33, 92865, 865, 69825, 882, 0.1, 7.3, Engels, 1131, 0, 0, 3, 22, 0, 0, 0, 1, 0, 0, 4, 201, 249.4, 5.5, 23.0, 28.0, 
100, 100, 203368, 0, 0, -1, 1, 1, 2, 2.0, 1.5, 1, Frédéric, 2.0, 458, False, , 2019-12-01T19:30:19.368861Z, 44, 203368.jpg, 2.9, Guilbert, 0.8, False, None, a, 2, 7, 40, 82945, 2787, 64645, 1003, 0.5, 9.1, Guilbert, 1154, 0, 2, 4, 17, 0, 0, 0, 5, 0, 0, 2, 207, 269.6, 130.1, 33.0, 43.3, 
100, 100, 148508, 0, 0, -3, 3, 0, 3, 2.4, 1.9, 1, Mahmoud Ahmed, 2.4, 465, False, , 2019-08-31T16:30:09.941826Z, 52, 148508.jpg, 2.6, Ibrahim Hassan, 1.5, False, None, a, 2, 7, 39, 128209, 2334, 228370, 5700, 0.5, 7.5, Trézéguet, 880, 3, 1, 1, 18, 0, 0, 0, 2, 1, 0, 2, 109, 230.6, 123.8, 436.0, 78.7, 
None, None, 230046, 0, 0, 0, 0, 0, 3, 1.8, 1.3, 1, Douglas Luiz, 1.8, 470, False, , None, 45, 230046.jpg, 2.6, Soares de Paulo, 3.6, False, None, a, 2, 7, 39, 547404, 3022, 377370, 8261, 0.4, 8.7, Douglas Luiz, 871, 2, 0, 4, 17, 0, 0, 0, 1, 0, 0, 2, 156, 180.6, 66.2, 184.0, 43.2, 
None, None, 88175, 0, 0, -1, 1, 0, 1, 0.0, -0.5, 0, Lovre, 0.0, 474, False, , None, 44, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 1263, 34, 3931, 65, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 0.8, 0.3, 2, Marvelous, 0.8, 491, False, , None, 44, 184704.jpg, 1.8, Nakamba, 1.0, False, None, a, 2, 7, 20, 122624, 500, 77440, 1970, 0.2, 4.5, Nakamba, 920, 0, 0, 1, 20, 0, 0, 0, 2, 0, 0, 0, 152, 188.6, 100.9, 21.0, 31.2, 
0, 0, 56917, 0, 0, 0, 0, 2, 2, 0.0, 0.0, 0, Steve, 2.0, 58, False, Wrist Injury - Unknown return date, 2019-12-03T21:30:11.928847Z, 50, 56917.jpg, 3.1, Cook, 0.3, False, None, i, 3, 91, 43, 34598, 19, 37194, 1728, 0.4, 8.6, Steve Cook, 1260, 1, 0, 3, 20, 0, 0, 0, 2, 0, 0, 5, 242, 355.2, 35.1, 105.0, 49.7, 
0, 0, 126184, -1, 1, -1, 1, 0, 2, 0.0, 0.0, 0, Nathan, 1.0, 59, False, Hamstring injury - Expected back 01 Feb, 2019-12-07T17:00:19.171927Z, 49, 126184.jpg, 3.1, Aké, 9.5, False, None, i, 3, 91, 50, 503780, 236, 1033371, 83519, 0.2, 10.0, Aké, 1384, 1, 1, 3, 21, 0, 0, 0, 1, 0, 0, 5, 290, 353.4, 64.3, 169.0, 58.6, 
0, 0, 41320, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Charlie, 0.0, 60, False, Knee injury - Unknown return date, 2019-08-25T15:30:14.994228Z, 43, 41320.jpg, 1.5, Daniels, 0.1, False, None, i, 3, 91, 3, 3160, 5, 16379, 66, 0.0, 0.7, Daniels, 126, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 18, 22.4, 29.6, 0.0, 5.2, 
100, 100, 223911, 0, 0, -2, 2, 1, 2, 1.8, 1.3, 6, Chris, 1.8, 61, False, , 2019-10-04T11:30:13.479244Z, 43, 223911.jpg, 3.1, Mepham, 0.8, False, None, a, 3, 91, 22, 86597, 1464, 101791, 317, 0.4, 5.1, Mepham, 541, 1, 0, 1, 11, 0, 0, 0, 0, 0, 0, 2, 102, 162.4, 4.2, 120.0, 28.7, 
100, 100, 15149, 0, 0, -1, 1, 0, 2, 1.2, 0.7, 7, Simon, 1.2, 62, False, , 2019-11-23T17:00:22.119134Z, 44, 15149.jpg, 1.3, Francis, 0.0, False, None, a, 3, 91, 9, 2034, 753, 1299, 72, 0.3, 2.0, Francis, 278, 0, 0, 1, 6, 0, 0, 0, 0, 1, 0, 1, 57, 68.8, 23.6, 56.0, 14.9, 
