chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
None, None, 88175, 0, 0, -1, 1, 0, 1, -1.5, -1.5, 0, Lovre, 0.0, 474, False, , None, 44, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 857, 38, 3065, 87, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 0.5, 0.5, 2, Marvelous, 2.0, 491, False, , None, 44, 184704.jpg, 2.2, Nakamba, 1.3, False, None, a, 2, 7, 13, 104998, 4172, 46000, 4407, 0.5, 3.0, Nakamba, 524, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 97, 121.2, 72.0, 9.0, 20.3, 
100, 100, 56917, 0, 0, 0, 0, 1, 2, 3.7, 4.7, 6, Steve, 4.2, 58, False, , 2019-07-30T11:30:12.364426Z, 50, 56917.jpg, 2.7, Cook, 0.3, False, None, a, 3, 91, 27, 15612, 2136, 11901, 1125, 0.8, 5.4, Steve Cook, 900, 0, 0, 2, 13, 0, 0, 0, 1, 0, 0, 3, 160, 230.4, 22.7, 38.0, 29.2, 
None, None, 126184, 1, -1, 0, 0, 0, 2, 5.3, 6.3, 8, Nathan, 5.8, 59, False, , None, 50, 126184.jpg, 3.8, Aké, 13.3, False, None, a, 3, 91, 38, 300760, 52702, 568954, 11026, 1.2, 7.8, Aké, 900, 1, 1, 2, 13, 0, 0, 0, 1, 0, 0, 5, 203, 251.4, 46.0, 120.0, 41.7, 
0, 0, 41320, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Charlie, 0.0, 60, False, Knee injury - Unknown return date, 2019-08-25T15:30:14.994228Z, 43, 41320.jpg, 1.5, Daniels, 0.1, False, None, i, 3, 91, 3, 3044, 19, 15096, 178, 0.0, 0.7, Daniels, 126, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 18, 22.4, 29.6, 0.0, 5.2, 
100, 100, 223911, 0, 0, -1, 1, 1, 2, -0.5, 0.5, 0, Chris, 0.0, 61, False, , 2019-10-04T11:30:13.479244Z, 44, 223911.jpg, 3.2, Mepham, 0.9, False, None, a, 3, 91, 13, 84280, 61, 91410, 1684, 0.0, 3.0, Mepham, 271, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 53, 91.6, 2.5, 72.0, 16.6, 
100, 100, 15149, 0, 0, -1, 1, 0, 2, 0.0, 1.0, 0, Simon, 0.5, 62, False, , 2019-06-25T11:30:06.976202Z, 44, 15149.jpg, 1.0, Francis, 0.0, False, None, a, 3, 91, 2, 655, 69, 652, 63, 0.1, 0.5, Francis, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9.0, 0.6, 0.0, 1.0, 
100, 100, 54469, 0, 0, -2, 2, 0, 2, 2.3, 3.3, 6, Adam, 2.8, 63, False, , 2019-08-31T17:30:17.323480Z, 43, 54469.jpg, 2.7, Smith, 0.5, False, None, a, 3, 91, 16, 12010, 1580, 76854, 504, 0.7, 3.7, Adam Smith, 490, 0, 0, 2, 7, 0, 0, 0, 2, 0, 0, 0, 85, 59.0, 26.5, 65.0, 15.0, 
100, 100, 235530, 0, 0, -1, 1, 0, 2, -0.5, 0.5, 0, Lloyd, 0.0, 64, False, , 2019-08-04T16:00:15.955778Z, 44, 235530.jpg, 0.0, Kelly, 0.1, False, None, a, 3, 91, 0, 2875, 226, 5313, 281, 0.0, 0.0, Kelly, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 171129, 0, 0, 2, -2, 0, 2, 3.3, 4.3, 5, Diego, 3.8, 65, False, , None, 42, 171129.jpg, 3.9, Rico, 12.9, False, None, a, 3, 91, 27, 771829, 43074, 274185, 8974, 0.9, 6.4, Rico, 630, 0, 2, 2, 6, 0, 0, 0, 2, 0, 0, 2, 136, 173.6, 224.7, 37.0, 43.6, 
None, None, 222434, 0, 0, 0, 0, 0, 2, -0.5, 0.5, 0, Jack, 0.0, 66, False, , None, 40, 222434.jpg, 0.0, Simpson, 6.5, False, None, a, 3, 91, 0, 137333, 4845, 230785, 9316, 0.0, 0.0, Simpson, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 75115, 0, 0, 0, 0, 1, 4, 2.3, 3.3, 1, Callum, 2.8, 67, False, , None, 80, 75115.jpg, 5.1, Wilson, 12.6, False, None, a, 3, 91, 51, 664798, 10604, 968766, 119653, 0.4, 6.4, Callum Wilson, 860, 5, 3, 2, 13, 0, 0, 0, 2, 0, 0, 4, 179, 220.8, 154.1, 294.0, 67.0, 
None, None, 78007, 0, 0, -2, 2, 1, 4, 3.7, 4.7, 2, Joshua, 4.2, 68, False, , None, 63, 78007.jpg, 4.1, King, 9.5, False, None, a, 3, 91, 41, 504884, 19197, 1121812, 45831, 0.7, 6.5, King, 826, 2, 3, 1, 13, 0, 0, 0, 0, 0, 0, 5, 131, 201.4, 174.1, 176.0, 55.1, 
None, None, 154566, 0, 0, -1, 1, 0, 4, 1.3, 2.3, 1, Dominic, 1.8, 69, False, , None, 54, 154566.jpg, 1.5, Solanke, 0.4, False, None, a, 3, 91, 15, 21833, 551, 34574, 1393, 0.3, 2.8, Solanke, 457, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 20, 28.8, 53.2, 185.0, 26.6, 
0, 0, 217331, 0, 0, -1, 1, 0, 4, 0.0, 0.0, 0, Sam, 0.0, 71, False, Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul, 2019-08-07T20:00:14.104634Z, 44, 217331.jpg, 0.0, Surridge, 0.6, False, None, n, 3, 91, 0, 39511, 471, 62298, 1554, 0.0, 0.0, Surridge, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 40349, 0, 0, -2, 2, 0, 1, 0.0, 0.0, 0, Asmir, 0.0, 72, False, Joined Qarabag on loan until January on 2/9. - Expected back 01 Feb, 2019-09-02T17:00:12.309749Z, 43, 40349.jpg, 0.0, Begovic, 1.1, False, None, n, 3, 91, 0, 11526, 55, 132963, 1853, 0.0, 0.0, Begovic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 18726, 0, 0, -1, 1, 0, 1, -0.5, 0.5, 0, Artur, 0.0, 73, False, , None, 44, 18726.jpg, 0.0, Boruc, 0.3, False, None, a, 3, 91, 0, 4977, 162, 14455, 373, 0.0, 0.0, Boruc, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 229600, 0, 0, -2, 2, 0, 1, -0.5, 0.5, 0, Mark, 0.0, 74, False, , None, 43, 229600.jpg, 0.0, Travers, 0.2, False, None, a, 3, 91, 0, 2024, 135, 9196, 209, 0.0, 0.0, Travers, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 90105, -1, 1, -5, 5, 0, 3, 1.3, 2.3, 3, Ryan, 1.8, 75, False, , 2019-09-28T16:00:16.992466Z, 70, 90105.jpg, 2.9, Fraser, 3.7, False, None, a, 3, 91, 26, 103026, 722, 1012665, 10984, 0.3, 3.7, Fraser, 627, 1, 1, 2, 8, 0, 0, 0, 1, 0, 0, 2, 96, 118.4, 164.8, 122.0, 40.3, 
0, 0, 111317, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, David, 0.0, 76, False, Ankle injury - Unknown return date, 2019-07-31T21:00:14.727782Z, 63, 111317.jpg, 0.0, Brooks, 0.1, False, None, i, 3, 91, 0, 481, 11, 17483, 123, 0.0, 0.0, Brooks, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 56872, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Junior, 0.0, 77, False, Knee injury - Unknown return date, 2019-06-25T11:30:06.990995Z, 59, 56872.jpg, 0.0, Stanislas, 0.0, False, None, i, 3, 91, 0, 153, 5, 312, 5, 0.0, 0.0, Stanislas, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 103912, 0, 0, -3, 3, 0, 3, -0.5, 0.5, 0, Jordon, 0.0, 78, False, , None, 47, 103912.jpg, 1.0, Ibe, 0.2, False, None, a, 3, 91, 2, 4559, 173, 18285, 387, 0.0, 0.4, Ibe, 48, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 6.8, 5.4, 0.0, 1.2, 
100, 100, 155408, 0, 0, 0, 0, 0, 3, 0.5, 1.5, 0, Lewis, 1.0, 79, False, , 2019-06-25T11:30:07.007116Z, 50, 155408.jpg, 1.8, Cook, 0.0, False, None, a, 3, 91, 7, 2201, 165, 1352, 182, 0.2, 1.4, Lewis Cook, 180, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 26, 24.0, 4.3, 0.0, 2.8, 
100, 100, 15237, -1, 1, -3, 3, 0, 3, -0.5, 0.5, 0, Andrew, 0.0, 80, False, , 2019-06-25T11:30:07.022396Z, 47, 15237.jpg, 1.0, Surman, 0.0, False, None, a, 3, 91, 3, 852, 31, 3042, 93, 0.0, 0.6, Surman, 57, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 6.4, 2.2, 0.0, 0.9, 
0, 0, 40387, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Dan, 0.0, 81, False, Hip injury - Unknown return date, 2019-07-30T10:30:13.907385Z, 49, 40387.jpg, 0.0, Gosling, 0.0, False, None, i, 3, 91, 0, 95, 6, 819, 10, 0.0, 0.0, Gosling, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 75, 152551, 0, 0, -2, 2, 0, 3, 1.0, 1.5, 3, Jefferson, 1.5, 82, False, , 2019-10-20T11:30:19.160851Z, 48, 152551.jpg, 1.6, Lerma, 0.1, False, None, a, 3, 91, 14, 6162, 243, 13263, 299, 0.3, 2.9, Lerma, 733, 0, 0, 1, 12, 0, 0, 0, 4, 0, 0, 0, 101, 105.2, 47.3, 21.0, 17.3, 
None, None, 154131, -1, 1, -2, 2, 0, 2, 0.0, 1.0, 0, Jack, 0.5, 446, False, , None, 43, 154131.jpg, 1.2, Stacey, 0.1, False, None, a, 3, 91, 5, 1985, 35, 6210, 169, 0.1, 1.1, Stacey, 346, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 40, 65.8, 14.7, 19.0, 10.0, 
None, None, 168991, 0, 0, 0, 0, 0, 3, 1.5, 2.5, 2, Philip, 2.0, 476, False, , None, 50, 168991.jpg, 2.0, Billing, 0.2, False, None, a, 3, 91, 20, 11100, 320, 11848, 594, 0.4, 4.0, Billing, 853, 0, 1, 2, 12, 0, 0, 0, 4, 0, 0, 0, 118, 185.8, 64.0, 120.0, 37.1, 
100, 100, 220307, 0, 0, -2, 2, 0, 3, 1.0, 2.0, 3, Arnaut, 1.5, 492, False, , 2019-08-12T10:00:14.019366Z, 58, 220307.jpg, 1.5, Danjuma Groeneveld, 0.0, False, None, a, 3, 91, 6, 479, 62, 3805, 43, 0.3, 1.0, Danjuma, 105, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14.8, 14.0, 54.0, 8.3, 
None, None, 225321, 0, 0, 0, 0, 1, 1, 4.0, 5.0, 8, Aaron, 4.5, 494, False, , None, 45, 225321.jpg, 3.9, Ramsdale, 1.5, False, None, a, 3, 91, 39, 113831, 13961, 30110, 3187, 1.0, 8.7, Ramsdale, 900, 0, 1, 2, 13, 0, 0, 0, 0, 0, 31, 4, 190, 241.8, 10.0, 0.0, 25.3, 
None, None, 153682, -1, 1, 0, 0, 0, 3, 1.5, 2.5, 1, Harry, 2.0, 505, False, , None, 60, 153682.jpg, 3.4, Wilson, 3.0, False, None, a, 3, 91, 31, 355682, 1792, 242080, 29571, 0.3, 5.1, Harry Wilson, 561, 3, 0, 1, 10, 0, 0, 0, 1, 0, 0, 1, 112, 142.8, 114.5, 150.0, 40.9, 
100, 100, 61933, 0, 0, -1, 1, 0, 2, 0.2, -0.3, 0, Shane, 0.2, 37, False, , 2019-09-25T22:00:12.331496Z, 49, 61933.jpg, 2.4, Duffy, 1.2, False, None, a, 4, 36, 12, 34288, 688, 138987, 2373, 0.0, 2.4, Duffy, 380, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 70, 75.4, 1.6, 13.0, 9.0, 
100, 100, 86153, 0, 0, 0, 0, 0, 2, 2.5, 2.0, 2, Martín, 2.5, 38, False, , 2019-09-14T16:30:10.724610Z, 45, 86153.jpg, 2.7, Montoya, 0.6, False, None, a, 4, 36, 24, 50391, 861, 53769, 1142, 0.6, 5.3, Montoya, 764, 0, 0, 3, 11, 0, 0, 0, 2, 0, 0, 0, 116, 118.2, 112.6, 50.0, 28.2, 
0, 0, 209362, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Bernardo, 0.0, 39, False, Knock - Unknown return date, 2019-09-14T16:30:10.738160Z, 43, 209362.jpg, 1.0, Fernandes da Silva Junior, 0.1, False, None, i, 4, 36, 2, 1537, 10, 7348, 172, 0.0, 0.5, Bernardo, 67, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 14, 10.8, 16.2, 2.0, 2.9, 
100, 100, 52484, 0, 0, -1, 1, 0, 2, 0.0, -0.5, 0, Leon, 0.0, 40, False, , 2019-09-12T13:00:14.154646Z, 44, 52484.jpg, 0.0, Balogun, 0.1, False, None, a, 4, 36, 0, 704, 35, 3729, 68, 0.0, 0.0, Balogun, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 42748, -1, 1, -2, 2, 0, 2, 0.2, -0.3, 0, Gaëtan, 0.2, 41, False, , None, 43, 42748.jpg, 0.8, Bong, 0.1, False, None, a, 4, 36, 3, 1460, 71, 5429, 181, 0.0, 0.7, Bong, 57, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 15, 16.0, 27.9, 6.0, 5.0, 
None, None, 83299, 0, 0, 1, -1, 2, 2, 3.2, 2.7, 1, Lewis, 3.2, 42, False, , None, 46, 83299.jpg, 3.5, Dunk, 12.1, False, None, a, 4, 36, 35, 638131, 16942, 355451, 16582, 0.7, 7.6, Dunk, 900, 0, 2, 3, 14, 0, 0, 0, 4, 0, 0, 7, 203, 212.8, 48.7, 57.0, 31.9, 
0, 0, 178173, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Matthew, 0.0, 43, False, Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul, 2019-08-02T11:00:13.040927Z, 44, 178173.jpg, 0.0, Clarke, 0.0, False, None, n, 4, 36, 0, 203, 18, 1021, 25, 0.0, 0.0, Clarke, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 20529, 0, 0, -4, 4, 0, 4, 0.8, 0.3, 1, Glenn, 0.8, 44, False, , None, 56, 20529.jpg, 1.4, Murray, 0.9, False, None, a, 4, 36, 11, 38455, 843, 196782, 2108, 0.1, 2.0, Murray, 276, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 13, 8.0, 29.3, 45.0, 7.9, 
0, 0, 106757, 0, 0, -3, 3, 0, 4, 0.0, 0.0, 0, Jürgen, 0.0, 45, False, Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul, 2019-08-29T13:00:09.129312Z, 52, 106757.jpg, 1.5, Locadia, 0.1, False, None, n, 4, 36, 3, 6383, 12, 22391, 153, 0.0, 0.6, Locadia, 85, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3.2, 1.3, 30.0, 3.3, 
0, 0, 93284, 0, 0, -2, 2, 0, 4, 0.0, 0.0, 0, Florin, 0.0, 46, False, Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-08-24T16:30:09.164349Z, 48, 93284.jpg, 1.7, Andone, 0.5, False, None, n, 4, 36, 5, 159207, 34, 188238, 1041, 0.0, 1.0, Andone, 71, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 20, 45.0, 11.3, 21.0, 7.6, 
None, None, 131897, 0, 0, 2, -2, 0, 1, 4.5, 4.0, 4, Mathew, 4.5, 47, False, , None, 47, 131897.jpg, 4.2, Ryan, 15.6, False, None, a, 4, 36, 42, 586349, 20570, 372187, 11400, 1.0, 8.9, Ryan, 900, 0, 0, 3, 14, 0, 0, 0, 0, 0, 35, 8, 226, 282.0, 0.0, 0.0, 28.2, 
None, None, 50093, 0, 0, 0, 0, 0, 1, 0.0, -0.5, 0, David, 0.0, 48, False, , None, 40, 50093.jpg, 0.0, Button, 23.4, False, None, a, 4, 36, 0, 349685, 4681, 401784, 14962, 0.0, 0.0, Button, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 60307, 0, 0, -1, 1, 0, 3, 4.5, 4.0, 7, Pascal, 4.5, 49, False, , None, 64, 60307.jpg, 3.4, Groß, 0.7, False, None, a, 4, 36, 34, 70635, 4578, 81802, 1383, 0.7, 5.3, Groß, 689, 1, 2, 3, 9, 0, 0, 0, 0, 0, 0, 2, 144, 153.2, 373.4, 161.0, 68.8, 
100, 100, 165210, 0, 0, -2, 2, 0, 3, 0.0, -0.5, 0, Alireza, 0.0, 50, False, , 2019-09-19T14:00:12.919069Z, 58, 165210.jpg, 0.0, Jahanbakhsh, 0.1, False, None, a, 4, 36, 0, 621, 30, 4254, 72, 0.0, 0.0, Jahanbakhsh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 167473, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, José Heriberto, 0.0, 51, False, Knee injury - Unknown return date, 2019-06-25T11:30:06.929510Z, 54, 167473.jpg, 0.0, Izquierdo Mena, 0.0, False, None, i, 4, 36, 0, 87, 4, 173, 4, 0.0, 0.0, Izquierdo, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 83543, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Anthony, 0.0, 52, False, Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul, 2019-07-21T20:00:14.555249Z, 54, 83543.jpg, 0.0, Knockaert, 0.0, False, None, n, 4, 36, 0, 146, 7, 763, 12, 0.0, 0.0, Knockaert, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 227127, 0, 0, 0, 0, 0, 3, 0.5, 0.0, 0, Yves, 0.5, 53, False, , 2019-06-25T11:30:06.944296Z, 50, 227127.jpg, 1.0, Bissouma, 0.0, False, None, a, 4, 36, 3, 398, 39, 415, 53, 0.1, 0.6, Bissouma, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7.6, 9.1, 7.0, 2.4, 
100, 100, 66242, 0, 0, 0, 0, 0, 3, 0.8, 0.3, 1, Davy, 0.8, 54, False, , 2019-09-29T10:30:09.519275Z, 50, 66242.jpg, 2.5, Pröpper, 0.4, False, None, a, 4, 36, 20, 79798, 242, 76880, 1154, 0.2, 4.0, Pröpper, 720, 0, 1, 2, 12, 0, 0, 0, 1, 0, 0, 0, 110, 138.8, 137.7, 78.0, 35.5, 
100, 100, 109345, 0, 0, -2, 2, 0, 3, 0.0, -0.5, 0, Solomon, 0.0, 55, False, , 2019-09-21T18:30:19.376002Z, 48, 109345.jpg, 3.0, March, 0.3, False, None, a, 4, 36, 18, 31594, 175, 43544, 1474, 0.0, 3.8, March, 471, 0, 1, 2, 7, 0, 0, 0, 1, 0, 0, 3, 76, 99.8, 125.8, 116.0, 34.3, 
0, 0, 38490, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Beram, 0.0, 56, False, Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul, 2019-08-08T22:00:09.076501Z, 44, 38490.jpg, 0.0, Kayal, 0.1, False, None, n, 4, 36, 0, 2262, 21, 5941, 119, 0.0, 0.0, Kayal, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 40845, 0, 0, 0, 0, 0, 3, 1.8, 1.3, 1, Dale, 1.8, 57, False, , None, 45, 40845.jpg, 2.1, Stephens, 2.8, False, None, a, 4, 36, 21, 135075, 2704, 153312, 7228, 0.4, 4.7, Stephens, 886, 0, 0, 3, 13, 0, 0, 0, 2, 0, 0, 0, 145, 155.6, 89.1, 71.0, 31.6, 
100, 100, 116216, 0, 0, -2, 2, 0, 3, 1.0, 0.5, 4, Leandro, 1.0, 421, False, , 2019-09-06T08:30:17.439483Z, 58, 116216.jpg, 3.8, Trossard, 0.2, False, None, a, 4, 36, 15, 47061, 1886, 82107, 324, 0.2, 2.6, Trossard, 272, 1, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 55, 63.2, 101.4, 119.0, 28.3, 
None, None, 78916, 0, 0, 0, 0, 0, 2, 2.2, 1.7, 1, Dan, 2.2, 475, False, , None, 45, 78916.jpg, 2.6, Burn, 0.3, False, None, a, 4, 36, 26, 19649, 904, 11208, 655, 0.5, 5.8, Burn, 900, 0, 0, 3, 14, 0, 0, 0, 0, 0, 0, 0, 154, 186.0, 129.7, 59.0, 37.4, 
None, None, 110735, 0, 0, -1, 1, 0, 2, 3.0, 2.5, -1, Adam, 3.0, 493, False, , None, 44, 110735.jpg, 3.1, Webster, 0.3, False, None, a, 4, 36, 22, 15340, 1449, 6819, 1101, 0.7, 5.0, Webster, 630, 1, 0, 2, 11, 1, 0, 0, 1, 0, 0, 2, 134, 171.4, 51.5, 63.0, 28.6, 
None, None, 115382, 0, 0, 0, 0, 1, 4, 4.8, 4.3, 9, Neal, 4.8, 502, False, , None, 60, 115382.jpg, 4.0, Maupay, 1.3, False, None, a, 4, 36, 40, 120192, 31189, 69712, 3033, 0.8, 6.7, Maupay, 690, 4, 0, 3, 9, 0, 0, 0, 1, 0, 0, 7, 128, 167.6, 119.6, 433.0, 72.0, 
100, 0, 74471, 0, 0, -2, 2, 0, 3, 0.8, 0.0, 0, Aaron, 0.8, 516, False, , 2019-10-19T16:00:16.584270Z, 48, 74471.jpg, 1.3, Mooy, 0.2, False, None, a, 4, 36, 8, 6873, 234, 16696, 452, 0.2, 1.7, Mooy, 272, 0, 0, 2, 4, 0, 0, 0, 0, 1, 0, 0, 37, 51.0, 33.6, 10.0, 9.3, 
100, 100, 233425, 0, 0, 1, -1, 1, 4, 5.8, 5.3, 8, Aaron, 5.8, 534, False, , 2019-10-05T14:00:20.259443Z, 46, 233425.jpg, 3.7, Connolly, 3.0, False, None, a, 4, 36, 26, 233543, 65241, 39478, 6219, 1.3, 5.7, Connolly, 278, 2, 2, 1, 6, 0, 0, 0, 0, 0, 0, 3, 83, 78.0, 40.5, 169.0, 28.7, 
None, None, 213056, 0, 0, 0, 0, 0, 2, 0.0, -0.5, 0, Tudor, 0.0, 536, False, , None, 40, 213056.jpg, 0.0, Baluta, 0.2, False, None, a, 4, 36, 0, 14710, 1343, 5902, 1116, 0.0, 0.0, Baluta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 235382, 0, 0, 0, 0, 0, 3, 1.8, 1.3, 2, Steven, 1.8, 537, False, , 2019-10-06T11:00:17.795404Z, 45, 235382.jpg, 2.0, Alzate, 0.0, False, None, a, 4, 36, 10, 3804, 557, 1437, 248, 0.4, 2.2, Alzate, 366, 0, 0, 2, 5, 0, 0, 0, 1, 0, 0, 0, 46, 39.6, 38.6, 73.0, 15.2, 
None, None, 74375, 0, 0, 0, 0, 0, 2, 0.2, -0.3, 1, Ezequiel, 0.2, 546, False, , None, 40, 74375.jpg, 1.0, Schelotto, 0.1, False, None, a, 4, 36, 1, 8392, 5046, 1983, 786, 0.0, 0.2, Schelotto, 24, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0.2, 0.1, 0.0, 0.0, 
None, None, 51927, 0, 0, 0, 0, 0, 2, 2.5, 1.5, 0, Ben, 2.0, 83, False, , None, 50, 51927.jpg, 2.6, Mee, 0.9, False, None, a, 5, 90, 26, 36018, 1181, 34498, 2370, 0.4, 5.2, Mee, 900, 0, 0, 3, 15, 0, 0, 0, 0, 0, 0, 0, 151, 204.2, 42.8, 71.0, 31.9, 
100, 100, 17761, 0, 0, 0, 0, 0, 2, 3.0, 2.0, 0, James, 2.5, 84, False, , 2019-08-03T18:30:13.047591Z, 50, 17761.jpg, 2.7, Tarkowski, 1.6, False, None, a, 5, 90, 27, 48126, 1965, 57402, 3474, 0.5, 5.4, Tarkowski, 900, 0, 0, 3, 15, 0, 0, 0, 2, 0, 0, 3, 168, 217.2, 43.5, 110.0, 37.0, 
None, None, 68983, 0, 0, 0, 0, 0, 2, 3.0, 2.0, 0, Matthew, 2.5, 85, False, , None, 45, 68983.jpg, 2.8, Lowton, 1.1, False, None, a, 5, 90, 28, 89924, 2681, 39227, 2534, 0.6, 6.2, Lowton, 900, 0, 1, 3, 15, 0, 0, 0, 1, 0, 0, 0, 172, 197.6, 166.7, 15.0, 38.0, 
75, None, 17997, 0, 0, -2, 2, 0, 2, 0.5, -0.5, 0, Phil, 0.0, 86, False, Back injury - 75% chance of playing, 2019-10-31T14:30:17.166119Z, 43, 17997.jpg, 0.0, Bardsley, 0.1, False, None, d, 5, 90, 0, 1804, 61, 6385, 159, 0.0, 0.0, Bardsley, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 103914, 0, 0, -3, 3, 0, 2, 0.7, -0.3, 0, Charlie, 0.2, 87, False, , None, 42, 103914.jpg, 1.0, Taylor, 0.6, False, None, a, 5, 90, 1, 8977, 626, 65141, 1151, 0.0, 0.2, Taylor, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14.0, 14.6, 2.0, 3.1, 
100, 100, 41674, 0, 0, -1, 1, 0, 2, 0.5, -0.5, 0, Kevin, 0.0, 88, False, , 2019-08-04T11:00:17.994252Z, 44, 41674.jpg, 0.0, Long, 0.1, False, None, a, 5, 90, 0, 2426, 103, 5874, 193, 0.0, 0.0, Long, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
