chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
0, 0, 182539, 0, 0, -2, 2, 1, 3, 0.0, 0.0, 0, Daniel, 0.0, 469, False, Hamstring injury - Expected back 21 Dec, 2019-11-06T17:30:16.584319Z, 53, 182539.jpg, 2.5, Ceballos Fernández, 3.6, False, None, i, 1, 3, 27, 995048, 27, 1094255, 4997, 0.0, 5.1, Ceballos, 659, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 3, 130, 150.0, 183.0, 96.0, 42.9, 
100, 100, 195735, 0, 0, -4, 4, 0, 3, -0.1, 0.9, 0, Nicolas, 0.4, 488, False, , 2019-08-09T09:30:12.533555Z, 91, 195735.jpg, 2.5, Pépé, 2.2, False, None, a, 1, 3, 33, 208845, 199, 421816, 2189, 0.0, 3.6, Pépé, 829, 1, 2, 1, 15, 0, 0, 0, 2, 0, 0, 2, 118, 195.6, 296.8, 314.0, 80.9, 
100, 100, 200641, 0, 0, -2, 2, 0, 3, -0.5, 0.5, 0, Reiss, 0.0, 489, False, , 2019-10-07T15:00:21.389844Z, 53, 200641.jpg, 1.2, Nelson, 0.1, False, None, a, 1, 3, 5, 7596, 23, 13892, 51, 0.0, 0.9, Nelson, 150, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 15, 27.2, 50.3, 67.0, 14.5, 
100, 100, 200089, 0, 0, -1, 1, 0, 3, 0.5, 1.5, 0, Joseph, 1.0, 490, False, , 2019-09-07T11:30:17.190466Z, 49, 200089.jpg, 1.4, Willock, 0.2, False, None, a, 1, 3, 17, 23770, 80, 27465, 180, 0.2, 3.5, Willock, 482, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 76, 74.0, 95.8, 118.0, 28.9, 
None, None, 444145, 0, 0, 0, 0, 0, 4, 0.7, 1.7, 0, Gabriel Teodoro, 1.2, 504, False, , None, 45, 444145.jpg, 1.3, Martinelli Silva, 1.5, False, None, a, 1, 3, 9, 163102, 1762, 151041, 2620, 0.3, 2.0, Martinelli, 96, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 10.0, 5.5, 39.0, 5.4, 
100, 100, 192895, 0, 0, -1, 1, 0, 2, -0.3, 0.7, 0, Kieran, 0.2, 515, False, , 2019-08-09T12:00:11.271398Z, 54, 192895.jpg, 1.0, Tierney, 0.7, False, None, a, 1, 3, 4, 71655, 195, 79660, 1637, 0.0, 0.7, Tierney, 268, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 47, 53.2, 73.3, 31.0, 15.8, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, -0.3, 0.7, 0, Bukayo, 0.2, 541, False, , 2019-11-22T10:00:21.980433Z, 45, 223340.jpg, 1.9, Saka, 0.6, False, None, a, 1, 3, 13, 115838, 302, 76526, 1502, 0.0, 2.9, Saka, 354, 0, 1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 44, 68.4, 96.2, 94.0, 26.0, 
None, None, 37339, 0, 0, -3, 3, 0, 2, 0.7, 0.2, 0, Ahmed, 1.2, 22, False, , None, 42, 37339.jpg, 1.6, El Mohamady, 0.9, False, None, a, 2, 7, 13, 47504, 1786, 119727, 787, 0.3, 3.1, El Mohamady, 431, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 5, 102, 132.8, 153.9, 26.0, 31.3, 
100, 100, 43252, 0, 0, -2, 2, 0, 2, -0.5, -1.0, 0, James, 0.0, 23, False, , 2019-08-08T17:00:13.859858Z, 43, 43252.jpg, 0.0, Chester, 0.1, False, None, a, 2, 7, 0, 949, 56, 6446, 53, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, -1, 1, 0, 2, -0.3, -0.8, 0, Neil, 0.2, 24, False, , None, 44, 47390.jpg, 2.1, Taylor, 0.3, False, None, a, 2, 7, 17, 17908, 84, 21712, 224, 0.0, 3.9, Taylor, 613, 0, 0, 2, 12, 0, 0, 0, 1, 0, 0, 0, 98, 99.8, 28.5, 27.0, 15.6, 
100, 100, 123354, 0, 0, -1, 1, 0, 2, -0.5, -1.0, 0, Kortney, 0.0, 25, False, , 2019-08-15T13:00:13.496241Z, 44, 123354.jpg, 0.0, Hause, 0.1, False, None, a, 2, 7, 0, 739, 4, 3711, 36, 0.0, 0.0, Hause, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 54764, 0, 0, -1, 1, 0, 4, -0.5, -1.0, 0, Jonathan, 0.0, 26, False, , 2019-10-03T12:30:10.314025Z, 54, 54764.jpg, 1.0, Kodjia, 0.1, False, None, a, 2, 7, 2, 3135, 36, 25669, 76, 0.0, 0.4, Kodjia, 20, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 2.0, 0.0, 2.0, 0.4, 
100, 100, 98770, 0, 0, -2, 2, 0, 1, -0.1, -0.6, 0, Ørjan, 0.4, 27, False, , 2019-07-30T15:00:08.973693Z, 43, 98770.jpg, 2.0, Nyland, 0.2, False, None, a, 2, 7, 2, 3684, 42, 8648, 87, 0.1, 0.5, Nyland, 82, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 13, 22.8, 0.0, 0.0, 2.3, 
None, None, 85242, 0, 0, -3, 3, 2, 3, 2.9, 2.4, 0, Conor, 3.4, 28, False, , None, 57, 85242.jpg, 3.6, Hourihane, 0.2, False, None, a, 2, 7, 36, 10137, 265, 18767, 377, 0.6, 6.3, Hourihane, 578, 2, 2, 2, 11, 0, 0, 0, 2, 0, 0, 4, 135, 160.6, 164.1, 149.0, 47.3, 
100, 100, 114283, 0, 0, 0, 0, 1, 3, 4.1, 3.6, 6, Jack, 4.6, 29, False, , 2019-10-26T18:30:22.524063Z, 60, 114283.jpg, 4.7, Grealish, 6.6, False, None, a, 2, 7, 66, 465268, 57552, 400865, 4879, 0.8, 11.0, Grealish, 1253, 4, 4, 3, 24, 0, 0, 0, 4, 0, 0, 7, 281, 431.8, 467.6, 331.0, 123.2, 
100, 75, 193488, 0, 0, 0, 0, 0, 3, 2.7, 1.7, 2, Anwar, 3.2, 30, False, , 2019-12-01T18:30:17.584307Z, 55, 193488.jpg, 3.9, El Ghazi, 1.1, False, None, a, 2, 7, 54, 193987, 1968, 153534, 3306, 0.6, 9.8, El Ghazi, 942, 3, 4, 3, 18, 0, 0, 0, 1, 0, 0, 0, 177, 272.6, 252.9, 376.0, 90.0, 
None, None, 122806, 0, 0, 3, -3, 0, 3, 1.5, 1.0, 1, John, 2.0, 31, False, , None, 58, 122806.jpg, 3.6, McGinn, 9.3, False, None, a, 2, 7, 58, 1254996, 3299, 834661, 27512, 0.3, 10.0, McGinn, 1440, 3, 2, 3, 28, 0, 0, 0, 2, 0, 0, 4, 234, 370.6, 335.4, 375.0, 108.0, 
0, 0, 174597, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 49, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 248, 8, 1260, 4, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.0, False, None, u, 2, 7, 0, 540, 27, 7185, 25, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 221239, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Keinan, 0.0, 34, False, Hamstring injury - Expected back 21 Dec, 2019-10-30T23:30:12.401435Z, 44, 221239.jpg, 1.0, Davis, 0.2, False, None, i, 2, 7, 6, 13367, 65, 24947, 264, 0.0, 1.4, Davis, 74, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 14.4, 23.3, 46.0, 8.2, 
100, 100, 40564, 0, 0, -1, 1, 0, 3, 0.1, -0.4, 0, Henri, 0.6, 35, False, , 2019-11-08T18:00:15.526636Z, 44, 40564.jpg, 1.0, Lansbury, 0.5, False, None, a, 2, 7, 5, 67483, 128, 53116, 590, 0.1, 1.1, Lansbury, 40, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 14, 6.4, 22.0, 5.0, 3.5, 
100, 100, 89274, 0, 0, -2, 2, 0, 3, -0.3, -0.8, 0, José Ignacio, 0.2, 36, False, , 2019-10-17T13:00:14.384046Z, 58, 89274.jpg, 2.2, Peleteiro Romallo, 0.1, False, None, a, 2, 7, 13, 10985, 69, 23960, 73, 0.0, 2.2, Jota, 259, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 35, 42.0, 54.8, 39.0, 13.5, 
100, 100, 21205, 0, 0, 0, 0, 0, 1, 1.7, 1.2, 1, Tom, 2.2, 94, False, , 2019-11-10T16:00:17.137818Z, 45, 21205.jpg, 2.8, Heaton, 5.3, False, None, a, 2, 7, 42, 240581, 2682, 291011, 2468, 0.5, 9.3, Heaton, 1350, 0, 0, 3, 26, 1, 0, 0, 0, 0, 53, 0, 264, 402.8, 0.3, 0.0, 40.2, 
75, 100, 169359, 0, 0, -1, 1, 1, 2, 2.3, 1.8, -1, Matt, 2.8, 309, False, Knock - 75% chance of playing, 2019-12-09T10:30:13.572626Z, 44, 169359.jpg, 4.0, Targett, 1.1, False, None, d, 2, 7, 40, 69766, 5028, 77754, 1924, 0.6, 9.1, Targett, 813, 1, 2, 2, 16, 0, 0, 0, 2, 0, 0, 9, 211, 253.0, 211.2, 28.0, 49.3, 
100, 100, 213345, 0, 0, -2, 2, 1, 4, 1.1, 0.6, 1, Wesley, 1.6, 428, False, , 2019-10-19T19:00:18.658995Z, 58, 213345.jpg, 3.4, Moraes, 1.8, False, None, a, 2, 7, 54, 377463, 1358, 342935, 6313, 0.3, 9.3, Wesley, 1374, 4, 1, 4, 24, 0, 0, 1, 2, 0, 0, 7, 144, 241.8, 133.5, 485.0, 84.7, 
0, 0, 79852, 0, 0, -1, 1, 0, 1, 0.0, 0.0, 0, Jed, 0.2, 429, False, Achilles injury - Unknown return date, 2019-11-10T16:00:17.790777Z, 44, 79852.jpg, 1.0, Steer, 0.1, False, None, i, 2, 7, 1, 1002, 13, 5429, 67, 0.0, 0.2, Steer, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
75, None, 149484, 0, 0, 0, 0, 0, 2, 1.7, 1.8, 0, Tyrone, 2.8, 445, False, Hamstring injury - 75% chance of playing, 2019-12-08T16:00:13.818311Z, 45, 149484.jpg, 2.7, Mings, 5.0, False, None, d, 2, 7, 43, 463134, 4230, 273851, 10293, 0.6, 9.6, Mings, 1372, 1, 1, 3, 25, 0, 0, 0, 3, 0, 0, 3, 274, 412.2, 60.4, 52.0, 52.6, 
100, 100, 199798, 0, 0, -2, 2, 0, 2, 1.9, 1.4, 3, Ezri, 2.4, 452, False, , 2019-08-05T15:00:10.970602Z, 43, 199798.jpg, 2.2, Konsa Ngoyo, 0.1, False, None, a, 2, 7, 13, 1950, 285, 3552, 68, 0.6, 3.0, Konsa, 465, 0, 1, 1, 11, 0, 0, 0, 0, 0, 0, 0, 84, 146.2, 22.2, 21.0, 19.0, 
100, 100, 108156, 0, 0, 0, 0, 1, 2, -0.3, -0.8, 1, Bjorn, 0.2, 455, False, , 2019-11-26T01:30:25.806514Z, 45, 108156.jpg, 2.7, Engels, 0.7, False, None, a, 2, 7, 32, 91351, 163, 67422, 880, 0.0, 7.1, Engels, 1041, 0, 0, 3, 20, 0, 0, 0, 1, 0, 0, 4, 184, 220.2, 5.2, 23.0, 25.1, 
100, 100, 203368, 0, 0, -1, 1, 1, 2, 1.3, 0.8, 1, Frédéric, 1.8, 458, False, , 2019-12-01T19:30:19.368861Z, 44, 203368.jpg, 3.0, Guilbert, 0.8, False, None, a, 2, 7, 39, 78159, 624, 61738, 987, 0.4, 8.9, Guilbert, 1064, 0, 2, 4, 15, 0, 0, 0, 5, 0, 0, 2, 193, 243.4, 128.5, 33.0, 40.5, 
100, 100, 148508, 0, 0, -3, 3, 0, 3, 3.3, 2.8, 1, Mahmoud Ahmed, 3.8, 465, False, , 2019-08-31T16:30:09.941826Z, 52, 148508.jpg, 2.7, Ibrahim Hassan, 1.6, False, None, a, 2, 7, 38, 121574, 3786, 217003, 3288, 0.7, 7.3, Trézéguet, 870, 3, 1, 1, 18, 0, 0, 0, 2, 1, 0, 2, 106, 230.4, 123.8, 436.0, 78.8, 
None, None, 230046, 0, 0, 0, 0, 0, 3, 1.5, 1.0, 2, Douglas Luiz, 2.0, 470, False, , None, 45, 230046.jpg, 2.7, Soares de Paulo, 3.8, False, None, a, 2, 7, 38, 538105, 3346, 359727, 5627, 0.4, 8.4, Douglas Luiz, 847, 2, 0, 4, 16, 0, 0, 0, 1, 0, 0, 2, 153, 176.8, 66.0, 184.0, 42.8, 
None, None, 88175, 0, 0, -1, 1, 0, 1, -0.5, -1.0, 0, Lovre, 0.0, 474, False, , None, 44, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 1185, 15, 3792, 49, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 0.1, -0.4, 0, Marvelous, 0.6, 491, False, , None, 44, 184704.jpg, 1.8, Nakamba, 1.1, False, None, a, 2, 7, 18, 121525, 321, 73015, 1566, 0.1, 4.1, Nakamba, 830, 0, 0, 1, 18, 0, 0, 0, 2, 0, 0, 0, 135, 177.2, 98.2, 20.0, 29.7, 
0, 0, 56917, 0, 0, 0, 0, 2, 2, 0.0, 0.0, 0, Steve, 2.2, 58, False, Wrist Injury - Unknown return date, 2019-12-03T21:30:11.928847Z, 50, 56917.jpg, 3.1, Cook, 0.3, False, None, i, 3, 91, 43, 34548, 15, 32111, 2657, 0.4, 8.6, Steve Cook, 1260, 1, 0, 3, 20, 0, 0, 0, 2, 0, 0, 5, 242, 355.2, 35.1, 105.0, 49.7, 
75, None, 126184, 0, 0, 0, 0, 0, 2, 0.5, 0.2, 1, Nathan, 1.2, 59, False, Hamstring injury - 75% chance of playing, 2019-12-07T17:00:19.171927Z, 50, 126184.jpg, 3.1, Aké, 12.4, False, None, d, 3, 91, 50, 502926, 968, 828762, 43299, 0.2, 10.0, Aké, 1384, 1, 1, 3, 21, 0, 0, 0, 1, 0, 0, 5, 290, 353.4, 64.3, 169.0, 58.6, 
0, 0, 41320, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Charlie, 0.0, 60, False, Knee injury - Unknown return date, 2019-08-25T15:30:14.994228Z, 43, 41320.jpg, 1.5, Daniels, 0.1, False, None, i, 3, 91, 3, 3141, 9, 16182, 48, 0.0, 0.7, Daniels, 126, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 18, 22.4, 29.6, 0.0, 5.2, 
100, 100, 223911, 0, 0, -2, 2, 1, 2, 0.1, -0.4, 1, Chris, 0.6, 61, False, , 2019-10-04T11:30:13.479244Z, 43, 223911.jpg, 2.7, Mepham, 0.8, False, None, a, 3, 91, 16, 84929, 71, 100774, 366, 0.1, 3.7, Mepham, 451, 1, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 78, 133.8, 3.9, 93.0, 23.1, 
100, 100, 15149, 0, 0, -1, 1, 0, 2, -0.5, -1.0, 1, Simon, 0.0, 62, False, , 2019-11-23T17:00:22.119134Z, 44, 15149.jpg, 0.3, Francis, 0.0, False, None, a, 3, 91, 2, 1188, 57, 1174, 21, 0.0, 0.5, Francis, 188, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 29, 45.0, 23.6, 36.0, 10.5, 
0, 0, 54469, 0, 0, -2, 2, 1, 2, 0.0, 0.0, 0, Adam, 0.8, 63, False, Ankle injury - Unknown return date, 2019-11-30T15:00:18.860871Z, 43, 54469.jpg, 3.2, Smith, 0.7, False, None, i, 3, 91, 32, 58794, 26, 108101, 3690, 0.2, 7.4, Adam Smith, 837, 0, 1, 3, 12, 0, 0, 0, 2, 0, 0, 3, 163, 128.4, 74.5, 73.0, 27.6, 
