season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 42774, 55, 51, 84, 2765, 2, 1, 13, 35, 0, 0, 0, 8, 0, 0, 3, 151, 0.0, 0.0, 0.0, 0.0, 
2014/15, 42774, 55, 55, 90, 2186, 4, 2, 11, 16, 0, 0, 0, 5, 1, 0, 12, 518, 0.0, 0.0, 0.0, 0.0, 
2015/16, 42774, 55, 50, 69, 2205, 1, 0, 14, 21, 0, 0, 0, 3, 0, 0, 1, 394, 0.0, 0.0, 0.0, 0.0, 
2016/17, 42774, 50, 45, 37, 1073, 1, 0, 5, 14, 0, 0, 0, 2, 0, 0, 1, 214, 216.2, 112.3, 90.0, 42.0, 
2017/18, 42774, 50, 47, 52, 2124, 0, 0, 6, 38, 0, 0, 0, 4, 1, 0, 1, 344, 361.2, 159.2, 52.0, 57.2, 
2018/19, 42774, 45, 42, 28, 832, 0, 1, 5, 9, 0, 0, 0, 2, 0, 0, 0, 152, 151.6, 124.7, 17.0, 29.4, 
