season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 156074, 45, 41, 32, 810, 0, 0, 4, 8, 0, 0, 0, 3, 0, 0, 3, 171, 172.0, 49.2, 100.0, 32.2, 
2017/18, 156074, 50, 44, 27, 819, 0, 1, 3, 17, 0, 0, 0, 3, 0, 0, 1, 196, 212.2, 39.3, 24.0, 27.5, 
2018/19, 156074, 45, 43, 24, 806, 0, 0, 1, 10, 0, 0, 0, 1, 0, 0, 5, 148, 187.8, 28.7, 14.0, 23.2, 
