season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 110979, 70, 63, 137, 2132, 11, 4, 7, 25, 0, 0, 0, 5, 0, 0, 15, 431, 0.0, 0.0, 0.0, 0.0, 
2015/16, 110979, 80, 74, 160, 2599, 11, 9, 9, 32, 0, 0, 1, 4, 2, 0, 16, 521, 0.0, 0.0, 0.0, 0.0, 
2016/17, 110979, 90, 93, 156, 2242, 13, 7, 8, 26, 0, 0, 0, 4, 0, 0, 14, 502, 727.0, 660.7, 1074.0, 246.0, 
2017/18, 110979, 95, 94, 147, 2189, 10, 8, 15, 24, 0, 0, 0, 3, 1, 0, 8, 499, 677.4, 739.1, 964.0, 238.0, 
2018/19, 110979, 95, 103, 231, 3076, 22, 3, 19, 21, 0, 0, 0, 2, 0, 0, 24, 703, 1015.8, 692.8, 1332.0, 304.0, 
