season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 106757, 60, 60, 16, 221, 1, 1, 1, 8, 0, 0, 0, 0, 0, 0, 2, 47, 50.4, 24.6, 89.0, 15.8, 
2018/19, 106757, 55, 53, 52, 1225, 2, 0, 3, 21, 0, 0, 0, 1, 0, 0, 6, 155, 154.4, 190.8, 356.0, 69.7, 
