season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 77794, 50, 48, 118, 3415, 0, 4, 10, 53, 1, 0, 0, 2, 0, 0, 11, 693, 0.0, 0.0, 0.0, 0.0, 
2015/16, 77794, 55, 49, 26, 459, 1, 1, 1, 4, 0, 0, 0, 1, 0, 0, 3, 119, 0.0, 0.0, 0.0, 0.0, 
2016/17, 77794, 50, 47, 51, 568, 0, 5, 3, 3, 0, 0, 0, 1, 0, 0, 7, 202, 183.8, 185.6, 35.0, 40.6, 
2017/18, 77794, 55, 52, 113, 1912, 0, 7, 9, 21, 0, 0, 0, 1, 0, 0, 18, 539, 459.0, 617.5, 78.0, 115.6, 
2018/19, 77794, 60, 60, 118, 2275, 1, 5, 10, 23, 1, 0, 0, 2, 0, 0, 16, 573, 601.6, 827.0, 121.0, 155.0, 
