season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 169432, 45, 45, 5, 82, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 8.0, 33.0, 39.0, 8.0, 
2017/18, 169432, 45, 46, 16, 267, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 45, 38.4, 30.4, 105.0, 17.4, 
