season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 146941, 55, 51, 35, 806, 0, 0, 4, 5, 0, 0, 0, 1, 0, 0, 2, 204, 165.8, 52.8, 34.0, 25.4, 
2018/19, 146941, 55, 63, 177, 3056, 3, 3, 18, 21, 0, 0, 0, 3, 0, 0, 16, 768, 790.0, 239.3, 278.0, 131.2, 
