season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 154566, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
2015/16, 154566, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
2016/17, 154566, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
2017/18, 154566, 50, 46, 38, 581, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0, 2, 107, 123.8, 199.4, 350.0, 66.4, 
2018/19, 154566, 50, 47, 15, 340, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 45, 79.0, 96.0, 154.0, 33.0, 
