event_name, difficulty
Gameweek 8,2
Gameweek 9,4
Gameweek 10,3
Gameweek 11,3
Gameweek 12,2
Gameweek 13,2
Gameweek 14,2
Gameweek 15,4
Gameweek 16,5
Gameweek 17,2
Gameweek 18,2
Gameweek 19,2
Gameweek 20,2
Gameweek 21,4
Gameweek 22,2
Gameweek 23,5
Gameweek 24,2
Gameweek 25,2
Gameweek 26,4
Gameweek 27,2
Gameweek 28,4
Gameweek 29,4
Gameweek 30,4
Gameweek 31,2
Gameweek 32,2
Gameweek 33,2
Gameweek 34,2
Gameweek 35,2
Gameweek 36,2
Gameweek 37,3
Gameweek 38,3
