season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2015/16, 97032, 55, 56, 130, 3060, 3, 0, 10, 36, 0, 0, 0, 2, 0, 0, 16, 713, 0.0, 0.0, 0.0, 0.0, 
2016/17, 97032, 55, 56, 75, 1852, 1, 0, 7, 23, 0, 0, 0, 3, 1, 0, 14, 435, 546.2, 81.1, 232.0, 86.0, 
2017/18, 97032, 55, 57, 78, 2253, 0, 0, 8, 28, 0, 0, 0, 1, 0, 0, 5, 481, 601.0, 122.6, 277.0, 100.2, 
2018/19, 97032, 60, 67, 208, 3384, 4, 4, 20, 22, 0, 0, 0, 1, 0, 0, 22, 932, 993.6, 111.1, 455.0, 156.1, 
