season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 41464, 55, 51, 116, 2248, 4, 10, 8, 26, 0, 0, 0, 3, 0, 0, 8, 122, 0.0, 0.0, 0.0, 0.0, 
2014/15, 41464, 65, 62, 84, 1918, 1, 7, 6, 26, 0, 0, 0, 2, 0, 0, 5, 305, 0.0, 0.0, 0.0, 0.0, 
2015/16, 41464, 60, 63, 165, 2808, 11, 6, 11, 43, 0, 0, 0, 2, 0, 0, 18, 573, 0.0, 0.0, 0.0, 0.0, 
2016/17, 41464, 75, 71, 117, 2713, 6, 7, 9, 43, 0, 0, 1, 9, 1, 0, 8, 401, 530.4, 768.7, 861.0, 216.2, 
2017/18, 41464, 70, 71, 144, 2309, 11, 7, 7, 50, 0, 0, 0, 5, 1, 0, 12, 440, 713.8, 543.0, 1155.0, 241.1, 
2018/19, 41464, 70, 67, 117, 1988, 10, 5, 4, 34, 0, 0, 0, 3, 0, 0, 15, 405, 551.6, 500.6, 946.0, 199.2, 
