season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 59949, 50, 68, 180, 3228, 6, 2, 15, 34, 1, 0, 0, 3, 0, 0, 20, 229, 0.0, 0.0, 0.0, 0.0, 
2014/15, 59949, 70, 68, 130, 3066, 3, 4, 10, 43, 1, 0, 0, 5, 0, 0, 11, 633, 0.0, 0.0, 0.0, 0.0, 
2015/16, 59949, 60, 58, 94, 2383, 1, 3, 8, 34, 0, 0, 0, 4, 0, 0, 8, 519, 0.0, 0.0, 0.0, 0.0, 
2016/17, 59949, 55, 56, 133, 2316, 4, 4, 10, 28, 0, 0, 0, 3, 0, 0, 15, 548, 596.0, 308.9, 297.0, 120.3, 
2017/18, 59949, 65, 64, 39, 1035, 0, 1, 4, 12, 0, 0, 0, 0, 0, 0, 0, 198, 227.6, 113.7, 69.0, 41.2, 
2018/19, 59949, 55, 52, 125, 2558, 2, 2, 13, 30, 1, 0, 0, 1, 0, 0, 12, 548, 515.2, 387.3, 274.0, 117.6, 
