season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 109322, 45, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
2014/15, 109322, 45, 43, 1, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
2015/16, 109322, 45, 43, 76, 1632, 4, 1, 9, 13, 0, 0, 0, 4, 0, 0, 5, 268, 0.0, 0.0, 0.0, 0.0, 
2016/17, 109322, 60, 56, 60, 1360, 1, 3, 7, 12, 0, 0, 0, 3, 0, 0, 3, 227, 229.4, 522.3, 439.0, 118.0, 
2017/18, 109322, 60, 60, 128, 1807, 8, 6, 9, 18, 0, 0, 0, 2, 0, 0, 10, 450, 526.6, 519.1, 711.0, 175.3, 
2018/19, 109322, 70, 67, 78, 1657, 4, 3, 3, 26, 0, 0, 0, 3, 0, 0, 5, 270, 310.0, 306.1, 395.0, 101.1, 
