event_name, difficulty
Gameweek 8,2
Gameweek 9,3
Gameweek 10,2
Gameweek 11,4
Gameweek 12,2
Gameweek 13,2
Gameweek 14,3
Gameweek 15,5
Gameweek 16,4
Gameweek 17,4
Gameweek 18,4
Gameweek 19,2
Gameweek 20,2
Gameweek 21,5
Gameweek 22,2
Gameweek 23,3
Gameweek 24,2
Gameweek 25,2
Gameweek 26,2
Gameweek 27,4
Gameweek 28,4
Gameweek 29,4
Gameweek 30,4
Gameweek 31,3
Gameweek 32,3
Gameweek 33,4
Gameweek 34,2
Gameweek 35,3
Gameweek 36,2
Gameweek 37,2
Gameweek 38,2
