season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 59859, 55, 49, 41, 704, 3, 1, 3, 8, 0, 0, 0, 0, 0, 0, 2, 196, 186.8, 209.6, 199.0, 59.6, 
2017/18, 59859, 55, 54, 82, 1504, 4, 2, 6, 15, 0, 0, 0, 3, 0, 0, 9, 376, 381.4, 406.4, 408.0, 119.3, 
2018/19, 59859, 55, 54, 113, 2129, 6, 3, 13, 15, 0, 0, 0, 3, 0, 0, 10, 528, 548.8, 819.7, 447.0, 181.6, 
