season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 121160, 55, 57, 158, 3195, 0, 0, 16, 26, 0, 2, 0, 1, 0, 58, 10, 666, 546.2, 10.0, 0.0, 55.6, 
2018/19, 121160, 55, 57, 169, 3420, 0, 1, 20, 23, 0, 0, 0, 2, 0, 58, 6, 700, 535.2, 33.0, 0.0, 56.8, 
