season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 155408, 45, 42, 17, 432, 0, 2, 1, 7, 0, 0, 0, 1, 0, 0, 1, 81, 100.8, 89.8, 28.0, 21.8, 
2017/18, 155408, 45, 43, 58, 2234, 0, 2, 3, 42, 0, 0, 0, 5, 0, 0, 0, 337, 456.4, 423.3, 126.0, 100.7, 
2018/19, 155408, 50, 46, 22, 719, 0, 0, 3, 10, 0, 0, 0, 2, 0, 0, 0, 91, 76.0, 50.4, 36.0, 16.5, 
