event_name, difficulty
Gameweek 8,2
Gameweek 9,2
Gameweek 10,2
Gameweek 11,2
Gameweek 12,5
Gameweek 13,4
Gameweek 14,2
Gameweek 15,2
Gameweek 16,4
Gameweek 17,4
Gameweek 18,3
Gameweek 19,3
Gameweek 20,2
Gameweek 21,2
Gameweek 22,2
Gameweek 23,2
Gameweek 24,2
Gameweek 25,4
Gameweek 26,3
Gameweek 27,3
Gameweek 28,4
Gameweek 29,4
Gameweek 30,2
Gameweek 31,4
Gameweek 32,4
Gameweek 33,2
Gameweek 34,2
Gameweek 35,2
Gameweek 36,2
Gameweek 37,2
Gameweek 38,2
