season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 55037, 50, 49, 98, 2657, 4, 3, 7, 38, 0, 0, 0, 5, 0, 0, 6, 377, 0.0, 0.0, 0.0, 0.0, 
2015/16, 55037, 55, 52, 110, 3007, 5, 3, 11, 45, 0, 0, 0, 5, 1, 0, 5, 558, 0.0, 0.0, 0.0, 0.0, 
2016/17, 55037, 55, 50, 79, 2723, 1, 1, 9, 46, 0, 0, 0, 3, 0, 0, 3, 438, 458.8, 147.4, 200.0, 80.5, 
2017/18, 55037, 50, 50, 86, 2798, 2, 3, 7, 56, 0, 0, 0, 5, 0, 0, 2, 367, 480.0, 262.4, 320.0, 106.1, 
2018/19, 55037, 50, 47, 67, 1889, 0, 3, 9, 30, 0, 0, 0, 3, 0, 0, 0, 251, 337.4, 198.5, 222.0, 75.6, 
