season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2015/16, 173807, 45, 45, 4, 98, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0.0, 0.0, 0.0, 0.0, 
2016/17, 173807, 45, 44, 63, 1544, 2, 3, 8, 17, 0, 0, 0, 4, 0, 0, 0, 248, 259.0, 246.1, 208.0, 70.9, 
2017/18, 173807, 55, 51, 66, 1892, 2, 2, 6, 24, 0, 0, 0, 7, 0, 0, 3, 223, 242.8, 207.2, 218.0, 65.8, 
2018/19, 173807, 55, 50, 26, 975, 0, 0, 2, 19, 0, 0, 0, 3, 0, 0, 0, 127, 122.6, 96.2, 103.0, 32.1, 
