season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 78916, 40, 40, 8, 607, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 25, 0.0, 0.0, 0.0, 0.0, 
2018/19, 78916, 45, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
