season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 15033, 45, 46, 112, 3285, 2, 2, 10, 53, 2, 0, 0, 1, 1, 0, 8, 585, 0.0, 0.0, 0.0, 0.0, 
2015/16, 15033, 45, 46, 139, 3420, 2, 0, 15, 36, 0, 0, 0, 3, 0, 0, 5, 653, 0.0, 0.0, 0.0, 0.0, 
2016/17, 15033, 50, 46, 63, 2430, 1, 1, 5, 45, 0, 0, 0, 3, 0, 0, 0, 360, 480.0, 48.4, 284.0, 81.4, 
2017/18, 15033, 45, 44, 61, 2817, 0, 0, 5, 52, 0, 0, 0, 4, 0, 0, 1, 390, 530.0, 62.0, 158.0, 75.1, 
2018/19, 15033, 45, 45, 76, 1924, 3, 0, 6, 28, 0, 0, 0, 1, 2, 0, 7, 365, 471.0, 40.1, 293.0, 80.5, 
