season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 197469, 45, 44, 13, 375, 0, 1, 0, 9, 0, 0, 0, 1, 0, 0, 0, 60, 68.0, 20.2, 16.0, 10.4, 
2018/19, 197469, 45, 43, 20, 593, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 80, 119.6, 73.7, 51.0, 24.6, 
