event_name, difficulty
Gameweek 8,4
Gameweek 9,2
Gameweek 10,2
Gameweek 11,4
Gameweek 12,2
Gameweek 13,2
Gameweek 14,4
Gameweek 15,2
Gameweek 16,4
Gameweek 17,4
Gameweek 18,2
Gameweek 19,4
Gameweek 20,2
Gameweek 21,3
Gameweek 22,2
Gameweek 23,3
Gameweek 24,2
Gameweek 25,2
Gameweek 26,2
Gameweek 27,2
Gameweek 28,4
Gameweek 29,5
Gameweek 30,2
Gameweek 31,3
Gameweek 32,2
Gameweek 33,4
Gameweek 34,4
Gameweek 35,3
Gameweek 36,5
Gameweek 37,2
Gameweek 38,4
