event_name, difficulty
Gameweek 8,3
Gameweek 9,2
Gameweek 10,5
Gameweek 11,4
Gameweek 12,3
Gameweek 13,2
Gameweek 14,4
Gameweek 15,4
Gameweek 16,3
Gameweek 17,2
Gameweek 18,2
Gameweek 19,2
Gameweek 20,2
Gameweek 21,2
Gameweek 22,4
Gameweek 23,2
Gameweek 24,2
Gameweek 25,3
Gameweek 26,4
Gameweek 27,2
Gameweek 28,2
Gameweek 29,3
Gameweek 30,4
Gameweek 31,2
Gameweek 32,2
Gameweek 33,5
Gameweek 34,4
Gameweek 35,2
Gameweek 36,4
Gameweek 37,4
Gameweek 38,3
