season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 54484, 45, 43, 65, 1709, 1, 1, 5, 34, 0, 0, 0, 2, 0, 0, 9, 389, 327.2, 302.8, 113.0, 74.5, 
2018/19, 54484, 45, 42, 66, 2043, 1, 1, 4, 40, 0, 0, 0, 1, 0, 0, 6, 412, 420.2, 252.9, 87.0, 76.0, 
