season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 203341, 50, 46, 59, 1521, 2, 3, 4, 28, 0, 0, 0, 0, 0, 0, 2, 288, 313.6, 93.8, 357.0, 76.4, 
2017/18, 203341, 50, 49, 78, 2896, 0, 4, 9, 45, 0, 0, 0, 6, 2, 0, 4, 449, 640.4, 230.7, 299.0, 117.2, 
2018/19, 203341, 50, 49, 89, 3295, 2, 0, 9, 47, 0, 0, 0, 8, 0, 0, 4, 571, 726.0, 342.4, 346.0, 141.6, 
