season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 38490, 45, 44, 25, 735, 0, 0, 1, 14, 0, 0, 0, 2, 0, 0, 0, 115, 111.2, 137.0, 48.0, 29.6, 
2018/19, 38490, 45, 44, 36, 935, 1, 1, 4, 17, 0, 0, 0, 4, 0, 0, 0, 136, 224.0, 59.3, 53.0, 33.6, 
