event_name, difficulty
Gameweek 8,4
Gameweek 9,4
Gameweek 10,2
Gameweek 11,3
Gameweek 12,2
Gameweek 13,2
Gameweek 14,4
Gameweek 15,2
Gameweek 16,2
Gameweek 17,2
Gameweek 18,2
Gameweek 19,4
Gameweek 20,2
Gameweek 21,3
Gameweek 22,3
Gameweek 23,4
Gameweek 24,4
Gameweek 25,2
Gameweek 26,4
Gameweek 27,2
Gameweek 28,2
Gameweek 29,2
Gameweek 30,2
Gameweek 31,2
Gameweek 32,3
Gameweek 33,3
Gameweek 34,5
Gameweek 35,2
Gameweek 36,4
Gameweek 37,2
Gameweek 38,4
