element, fixture, opponent_team, total_points, was_home, kickoff_time, team_h_score, team_a_score, round, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index, value, transfers_balance, selected, transfers_in, transfers_out
147, 4, 7, 2, False, 2019-08-10T14:00:00Z, 0, 0, 1, 68, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1.4, 11.2, 6.0, 1.9, 60, 0, 104923, 0, 0, 
147, 15, 18, 2, True, 2019-08-17T14:00:00Z, 1, 0, 2, 71, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4.4, 0.7, 2.0, 0.7, 60, -3796, 111451, 11975, 15771, 
147, 21, 2, 1, False, 2019-08-23T19:00:00Z, 2, 0, 3, 90, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, -3, 0.0, 2.5, 18.0, 2.0, 60, -8205, 105709, 15180, 23385, 
147, 35, 20, 1, True, 2019-09-01T13:00:00Z, 3, 2, 4, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.2, 0.6, 8.0, 0.9, 59, -22762, 84229, 5073, 27835, 
147, 42, 3, 6, False, 2019-09-15T13:00:00Z, 3, 1, 5, 70, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 22, 34.4, 0.8, 64.0, 9.9, 58, -15486, 70194, 2976, 18462, 
147, 55, 15, 0, True, 2019-09-21T14:00:00Z, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 58, 3232, 75437, 10463, 7231, 
147, 65, 11, 6, True, 2019-09-28T16:30:00Z, 1, 3, 7, 90, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 22, 34.2, 1.7, 57.0, 9.3, 58, -9989, 65208, 3100, 13089, 
147, 73, 5, 2, False, 2019-10-05T14:00:00Z, 1, 0, 8, 73, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0.0, 0.8, 0.0, 0.0, 58, 11248, 78623, 15875, 4627, 
147, 85, 19, 0, True, 2019-10-19T11:30:00Z, 2, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 58, -1594, 77226, 5831, 7425, 
