event_name, difficulty
Gameweek 8,2
Gameweek 9,2
Gameweek 10,2
Gameweek 11,2
Gameweek 12,2
Gameweek 13,5
Gameweek 14,3
Gameweek 15,2
Gameweek 16,4
Gameweek 17,2
Gameweek 18,4
Gameweek 19,2
Gameweek 20,4
Gameweek 21,2
Gameweek 22,2
Gameweek 23,2
Gameweek 24,4
Gameweek 25,3
Gameweek 26,4
Gameweek 27,4
Gameweek 28,3
Gameweek 29,2
Gameweek 30,2
Gameweek 31,4
Gameweek 32,3
Gameweek 33,2
Gameweek 34,2
Gameweek 35,2
Gameweek 36,2
Gameweek 37,5
Gameweek 38,2
