season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 39155, 60, 78, 178, 3086, 9, 9, 16, 41, 0, 0, 0, 3, 0, 0, 20, 199, 0.0, 0.0, 0.0, 0.0, 
2014/15, 39155, 85, 83, 93, 1779, 5, 3, 9, 22, 0, 0, 0, 4, 0, 0, 7, 346, 0.0, 0.0, 0.0, 0.0, 
2015/16, 39155, 75, 73, 109, 2109, 4, 6, 10, 27, 0, 0, 0, 2, 0, 0, 10, 451, 0.0, 0.0, 0.0, 0.0, 
2016/17, 39155, 70, 67, 139, 2338, 8, 7, 9, 32, 0, 0, 0, 3, 0, 0, 14, 543, 679.4, 693.0, 825.0, 219.5, 
2017/18, 39155, 75, 73, 13, 234, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 37, 32.6, 113.4, 128.0, 27.3, 
2018/19, 39155, 70, 69, 23, 460, 0, 1, 3, 3, 0, 0, 0, 1, 0, 0, 0, 96, 85.4, 139.0, 113.0, 33.8, 
