season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 18665, 45, 42, 46, 1486, 1, 0, 6, 23, 0, 0, 0, 7, 0, 0, 5, 72, 0.0, 0.0, 0.0, 0.0, 
2015/16, 18665, 45, 41, 53, 1949, 2, 0, 3, 37, 0, 0, 0, 10, 0, 0, 6, 297, 0.0, 0.0, 0.0, 0.0, 
