event_name, difficulty
Gameweek 8,5
Gameweek 9,2
Gameweek 10,2
Gameweek 11,4
Gameweek 12,2
Gameweek 13,3
Gameweek 14,2
Gameweek 15,3
Gameweek 16,2
Gameweek 17,4
Gameweek 18,3
Gameweek 19,4
Gameweek 20,5
Gameweek 21,2
Gameweek 22,2
Gameweek 23,2
Gameweek 24,4
Gameweek 25,4
Gameweek 26,3
Gameweek 27,2
Gameweek 28,4
Gameweek 29,2
Gameweek 30,3
Gameweek 31,2
Gameweek 32,2
Gameweek 33,4
Gameweek 34,2
Gameweek 35,2
Gameweek 36,2
Gameweek 37,2
Gameweek 38,4
