event_name, difficulty
Gameweek 8,2
Gameweek 9,3
Gameweek 10,4
Gameweek 11,2
Gameweek 12,3
Gameweek 13,2
Gameweek 14,2
Gameweek 15,4
Gameweek 16,4
Gameweek 17,2
Gameweek 18,3
Gameweek 19,4
Gameweek 20,4
Gameweek 21,2
Gameweek 22,4
Gameweek 23,3
Gameweek 24,4
Gameweek 25,4
Gameweek 26,2
Gameweek 27,2
Gameweek 28,2
Gameweek 29,4
Gameweek 30,5
Gameweek 31,2
Gameweek 32,2
Gameweek 33,2
Gameweek 34,3
Gameweek 35,5
Gameweek 36,2
Gameweek 37,3
Gameweek 38,2
