event_name, difficulty
Gameweek 8,3
Gameweek 9,4
Gameweek 10,4
Gameweek 11,3
Gameweek 12,4
Gameweek 13,4
Gameweek 14,2
Gameweek 15,2
Gameweek 16,2
Gameweek 17,2
Gameweek 18,2
Gameweek 19,3
Gameweek 20,2
Gameweek 21,3
Gameweek 22,4
Gameweek 23,5
Gameweek 24,2
Gameweek 25,2
Gameweek 26,4
Gameweek 27,2
Gameweek 28,2
Gameweek 29,2
Gameweek 30,3
Gameweek 31,5
Gameweek 32,2
Gameweek 33,3
Gameweek 34,4
Gameweek 35,2
Gameweek 36,4
Gameweek 37,3
Gameweek 38,4
