event_name, difficulty
Gameweek 8,2
Gameweek 9,4
Gameweek 10,2
Gameweek 11,4
Gameweek 12,3
Gameweek 13,2
Gameweek 14,2
Gameweek 15,3
Gameweek 16,2
Gameweek 17,5
Gameweek 18,4
Gameweek 19,2
Gameweek 20,2
Gameweek 21,2
Gameweek 22,3
Gameweek 23,4
Gameweek 24,2
Gameweek 25,2
Gameweek 26,2
Gameweek 27,4
Gameweek 28,4
Gameweek 29,2
Gameweek 30,3
Gameweek 31,2
Gameweek 32,2
Gameweek 33,4
Gameweek 34,2
Gameweek 35,2
Gameweek 36,3
Gameweek 37,4
Gameweek 38,4
