event_name, difficulty
Gameweek 8,2
Gameweek 9,2
Gameweek 10,2
Gameweek 11,2
Gameweek 12,3
Gameweek 13,2
Gameweek 14,3
Gameweek 15,2
Gameweek 16,3
Gameweek 17,4
Gameweek 18,4
Gameweek 19,3
Gameweek 20,4
Gameweek 21,4
Gameweek 22,2
Gameweek 23,2
Gameweek 24,4
Gameweek 25,2
Gameweek 26,2
Gameweek 27,2
Gameweek 28,5
Gameweek 29,3
Gameweek 30,2
Gameweek 31,2
Gameweek 32,2
Gameweek 33,3
Gameweek 34,3
Gameweek 35,4
Gameweek 36,4
Gameweek 37,2
Gameweek 38,2
