season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2014/15, 42824, 45, 44, 52, 1988, 1, 0, 6, 33, 0, 0, 0, 6, 1, 0, 0, 292, 0.0, 0.0, 0.0, 0.0, 
2015/16, 42824, 45, 43, 34, 1368, 0, 0, 3, 31, 0, 0, 0, 3, 0, 0, 0, 250, 0.0, 0.0, 0.0, 0.0, 
2018/19, 42824, 45, 43, 9, 240, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 44, 24.6, 28.8, 24.0, 7.8, 
