season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 60914, 55, 54, 97, 2457, 1, 0, 9, 25, 0, 0, 0, 3, 0, 0, 7, 557, 588.6, 143.3, 348.0, 108.0, 
2017/18, 60914, 55, 54, 81, 1995, 1, 0, 9, 27, 0, 0, 0, 3, 0, 0, 3, 470, 544.8, 96.1, 140.0, 78.1, 
2018/19, 60914, 50, 49, 83, 1535, 1, 0, 9, 12, 0, 0, 0, 3, 0, 0, 7, 402, 414.6, 57.9, 85.0, 55.9, 
