season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2015/16, 41725, 55, 53, 166, 3293, 13, 9, 11, 47, 1, 0, 1, 6, 0, 0, 23, 660, 0.0, 0.0, 0.0, 0.0, 
2016/17, 41725, 70, 66, 130, 2944, 10, 4, 6, 52, 1, 0, 0, 7, 0, 0, 18, 441, 617.4, 555.9, 900.0, 206.8, 
2017/18, 41725, 65, 63, 73, 1836, 5, 2, 6, 30, 0, 0, 2, 1, 1, 0, 7, 241, 343.0, 349.4, 566.0, 125.3, 
2018/19, 41725, 60, 58, 116, 2542, 9, 5, 5, 44, 0, 0, 0, 4, 1, 0, 13, 411, 607.4, 549.5, 1019.0, 216.9, 
