season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 102826, 65, 63, 20, 360, 0, 1, 2, 1, 0, 0, 0, 2, 0, 0, 1, 96, 84.2, 139.3, 48.0, 27.2, 
2018/19, 102826, 60, 61, 59, 900, 0, 6, 4, 6, 0, 0, 0, 1, 0, 0, 6, 262, 250.8, 222.7, 70.0, 54.2, 
