season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2016/17, 17761, 40, 40, 23, 568, 0, 0, 1, 11, 0, 0, 0, 1, 0, 0, 0, 111, 146.2, 53.4, 81.0, 27.5, 
2017/18, 17761, 45, 46, 101, 2790, 0, 1, 11, 30, 0, 0, 0, 5, 0, 0, 4, 539, 822.0, 98.4, 253.0, 117.8, 
2018/19, 17761, 50, 47, 97, 3086, 3, 2, 7, 63, 0, 0, 0, 8, 0, 0, 7, 524, 1023.2, 69.8, 450.0, 154.5, 
