season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2017/18, 131897, 45, 46, 146, 3420, 0, 0, 10, 54, 0, 2, 0, 0, 0, 124, 13, 726, 911.6, 0.0, 0.0, 91.1, 
2018/19, 131897, 45, 44, 104, 3060, 0, 0, 6, 55, 0, 0, 0, 2, 0, 97, 11, 547, 707.0, 0.0, 0.0, 70.9, 
