season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2018/19, 50093, 40, 40, 15, 360, 0, 0, 1, 5, 0, 0, 0, 0, 0, 14, 2, 76, 89.2, 0.0, 0.0, 8.9, 
